"match_id","home_team_id","away_team_id","home_team_rating","away_team_rating"
1080572,96,175,6.6064,6.555
1080573,16,162,6.5564,6.98
1080574,259,167,6.5221,7.0879
1080575,29,18,6.3507,7.405
1080576,26,32,6.6921,7.2531
1080577,167,31,6.7664,6.96
1080578,21,27,6.4571,6.9057
1080579,18,184,7.1557,6.4493
1080580,96,16,7.1786,6.2964
1080581,175,30,6.72,6.9364
1080582,13,21,7.0346,6.9677
1080583,184,13,6.8,7.1831
1080584,183,30,6.8393,6.8146
1080585,31,162,6.8615,6.7569
1080586,184,31,6.8829,6.6279
1080587,214,15,6.4686,7.3843
1080588,15,32,7.7086,6.2636
1080589,14,18,6.7693,6.8021
1080590,214,96,6.385,7.34
1080591,32,96,6.9721,6.6843
1080592,14,162,7.1679,6.8021
1080593,16,175,6.8771,6.5936
1080594,26,175,7.0464,6.4814
1080595,259,26,6.6536,7.0286
1080596,167,18,6.6393,6.7564
1080597,30,167,7.1357,6.72
1080598,259,27,7.0717,6.8477
1080599,27,183,6.8815,6.7629
1080600,29,16,7.2121,6.4307
1080601,29,21,6.91,6.7308
1080602,162,26,6.7357,7.2171
1080603,13,259,7.0243,6.5771
1080604,31,29,7.2843,6.38
1080605,183,214,7.745,6.0929
1080606,32,184,7.0821,7.0829
1080607,15,14,7.5564,6.2443
1080608,21,183,7.3621,6.5536
1080609,162,29,6.4086,7.0807
1080610,18,15,6.4921,7.3629
1080611,96,259,6.9929,6.4636
1080612,16,13,6.1414,7.365
1080613,30,14,6.8985,6.6743
1080614,27,214,7.02,6.32
1080615,175,167,6.0657,7.4143
1080616,13,30,6.7143,6.6971
1080617,183,16,6.6614,6.8264
1080618,184,162,6.99,6.6214
1080619,15,31,7.8821,5.9829
1080620,14,21,6.5143,6.8231
1080621,26,27,7.7843,6.3757
1080622,26,16,7.1343,6.5554
1080623,167,21,6.9143,6.8792
1080624,32,29,6.9221,6.7993
1080625,259,32,6.225,7.0964
1080626,18,31,7.195,6.6929
1080627,29,96,6.54,6.5871
1080628,259,162,6.9536,6.7436
1080629,162,167,6.5907,6.9364
1080630,27,96,6.405,7.0942
1080631,31,259,6.6671,6.8108
1080632,183,26,6.7893,6.7875
1080633,32,13,6.8186,6.7829
1080634,162,18,7.1857,6.4971
1080635,21,15,6.5771,6.935
1080636,214,18,6.8171,6.4314
1080637,31,32,6.645,7.0292
1080638,18,26,6.8829,6.8146
1080639,14,175,6.4921,7.0431
1080640,167,15,6.2414,7.1679
1080641,96,183,6.7593,7.0715
1080642,96,14,6.8008,6.735
1080643,21,214,7.1215,6.4464
1080644,16,214,7.4808,6.3815
1080645,16,27,7.1471,6.5171
1080646,96,184,7.305,6.5057
1080647,30,29,6.7214,6.71
1080648,30,184,7.2757,6.6164
1080649,16,14,7.0371,6.5864
1080650,27,14,7.0308,6.4571
1080651,175,32,6.3721,7.1657
1080652,30,259,7.7693,6.0407
1080653,175,184,7.4279,6.0157
1080654,29,214,7.1343,6.725
1080655,175,27,7.1821,6.2492
1080656,13,183,7.1136,6.4171
1080657,13,175,7.1857,6.8169
1080658,29,13,6.185,7.4671
1080659,184,167,6.6143,6.9879
1080660,184,21,6.7764,6.5662
1080661,26,15,6.5308,6.7764
1080662,15,30,6.9179,6.6614
1080663,15,183,7.4,6.04
1080664,96,31,6.9092,6.7
1080665,214,175,6.5171,6.7586
1080666,214,167,6.2279,7.2086
1080667,15,13,7.1786,6.5121
1080668,31,18,7.4171,6.33
1080669,14,31,6.2614,7.145
1080670,162,16,6.135,7.6514
1080671,167,184,6.8043,6.4664
1080672,26,96,7.0793,6.4664
1080673,13,96,7.0886,6.4764
1080674,31,183,7.4886,6.4657
1080675,21,14,6.8614,6.8386
1080676,32,16,7.21,6.3308
1080677,184,183,6.9279,6.7686
1080678,214,26,7.2079,6.3343
1080679,96,27,7.3531,6.28
1080680,18,30,6.19,7.07
1080681,15,175,6.9264,6.3364
1080682,14,32,6.3331,7.6564
1080683,16,26,6.8392,6.8764
1080684,259,29,6.2829,7.4514
1080685,214,162,6.8833,6.5971
1080686,167,259,6.9714,6.5564
1080687,30,15,7.1386,6.3321
1080688,27,162,6.5986,6.8331
1080689,14,167,7.095,6.8207
1080690,18,29,6.5408,7.0221
1080691,175,214,7.19,6.7346
1080692,13,162,7.3979,6.6443
1080693,26,29,6.735,6.7762
1080694,30,21,6.91,6.7321
1080695,29,32,6.275,7.1814
1080696,184,16,7.0929,6.4457
1080697,32,30,7.1357,6.6757
1080698,27,184,6.955,6.6129
1080699,184,18,6.9957,6.7746
1080700,15,96,7.02,6.3962
1080701,18,21,6.9643,6.6683
1080702,175,96,7.1379,6.5129
1080703,31,167,7.4821,6.1983
1080704,214,31,6.9677,6.9836
1080705,259,16,7.4308,6.26
1080706,13,214,7.1714,6.455
1080707,214,183,7.0214,6.3771
1080708,14,29,7.0821,6.6321
1080709,27,31,7.0443,6.7043
1080710,183,167,6.3507,7.1471
1080711,14,15,6.0871,7.2886
1080712,26,167,6.9577,6.6823
1080713,183,14,7.0857,6.5521
1080714,184,15,6.5408,6.8521
1080715,32,26,6.8507,6.9442
1080716,32,21,7.2443,6.81
1080717,21,26,6.36,7.4393
1080718,26,30,7.0286,6.4229
1080719,16,96,6.3282,7.3385
1080720,18,175,6.5371,6.8621
1080721,16,15,6.5871,7.1321
1080722,32,27,7.5207,6.5021
1080723,259,13,6.025,7.3443
1080724,259,183,6.2157,7.4307
1080725,29,184,7.0657,6.4123
1080726,21,31,6.9743,6.8686
1080727,30,175,7.5307,5.905
1080728,27,30,5.9929,7.2636
1080729,162,32,6.6321,7.0271
1080730,96,162,7.0586,6.4814
1080731,27,21,6.7764,7.0375
1080732,183,13,6.7971,6.7329
1080733,175,259,7.2721,6.3743
1080734,16,18,6.0686,7.6438
1080735,29,162,7.4229,6.0786
1080736,162,259,6.4157,7.015
1080737,31,13,6.8936,6.4757
1080738,259,14,7.1957,6.3786
1080739,13,184,7.0586,6.6971
1080740,167,27,7.305,6.3671
1080741,29,175,6.6421,6.8136
1080742,183,27,6.7343,6.7743
1080743,96,18,6.7723,6.7407
1080744,15,259,7.0864,6.3154
1080745,15,214,7.08,6.5693
1080746,30,214,7.035,6.4579
1080747,162,21,6.995,6.6407
1080748,162,31,6.7186,7.1207
1080749,183,18,6.6593,7.1121
1080750,31,16,7.365,6.47
1080751,26,259,6.6743,6.9729
1080752,162,15,6.4036,7.115
1080753,214,184,6.6443,6.405
1080754,167,30,6.7871,6.5921
1080755,31,26,6.6657,6.9743
1080756,14,26,7.5157,6.7571
1080757,21,29,6.5285,7.1264
1080758,167,13,6.8829,6.5193
1080759,167,32,6.8864,6.69
1080760,18,14,7.2671,6.4285
1080761,21,259,7.4886,6.1971
1080762,18,13,6.3721,7.1993
1080763,96,32,6.655,6.8364
1080764,30,96,7.4243,6.0121
1080765,175,16,7.1643,6.3708
1080766,27,29,6.5871,6.6546
1080767,13,27,6.6964,7.185
1080768,175,183,6.7779,6.4779
1080769,183,162,6.3721,7.1329
1080770,14,214,7.0569,6.5362
1080771,184,14,7.1521,6.6462
1080772,21,175,6.8431,6.7862
1080773,16,30,6.9808,6.6386
1080774,259,18,6.86,6.5507
1080775,29,167,6.0107,7.3271
1080776,32,214,6.9579,6.9636
1080777,13,167,6.855,7.0346
1080778,14,16,7.1979,6.5129
1080779,15,27,7.0471,6.2938
1080780,184,30,6.4393,7.1057
1080781,259,30,6.5157,6.9807
1080782,162,30,6.5679,7.0629
1080783,15,162,6.6986,7.1171
1080784,27,175,7.0643,6.2407
1080785,31,175,7.2021,6.2093
1080786,214,29,6.6679,6.6736
1080787,32,31,6.8893,6.8169
1080788,214,259,6.8429,6.6471
1080789,14,96,7.3407,6.59
1080790,15,167,6.8786,6.5762
1080791,167,96,6.9762,6.8236
1080792,26,31,7.1521,6.6036
1080793,26,13,7.1,6.5264
1080794,18,162,7.1423,6.7107
1080795,21,16,6.9346,6.6557
1080796,32,175,6.89,6.8293
1080797,32,183,6.5164,6.7486
1080798,26,183,7.0508,6.8454
1080799,18,32,6.7,6.8007
1080800,18,183,6.88,6.7554
1080801,96,21,7.3664,6.5257
1080802,183,15,6.3536,6.9879
1080803,183,259,7.1664,6.3407
1080804,259,21,6.8555,7.0915
1080805,16,167,6.4715,7.2693
1080806,162,13,7.5057,6.3736
1080807,162,27,6.8321,6.3307
1080808,27,16,7.3229,6.5931
1080809,259,184,7.1821,6.8093
1080810,31,14,7.3842,6.5043
1080811,31,214,7.4729,5.8979
1080812,13,29,7.4079,6.3621
1080813,30,31,6.9164,6.4707
1080814,167,214,7.1386,6.4086
1080815,167,26,6.8815,6.8808
1080816,184,96,7.0621,6.7569
1080817,27,18,6.8892,6.9564
1080818,21,184,6.8564,6.9408
1080819,21,32,6.4846,7.1057
1080820,214,21,7.0679,6.6843
1080821,175,162,6.2243,7.3636
1080822,96,26,6.6479,6.7843
1080823,96,15,6.3208,7.0279
1080824,29,15,6.5636,6.8386
1080825,96,13,6.2243,7.3214
1080826,16,32,6.4023,7.4229
1080827,16,184,6.8969,6.9623
1080828,13,14,6.9371,6.5492
1080829,16,259,6.2562,6.9964
1080830,30,27,7.6286,6.11
1080831,30,18,6.6893,6.5193
1080832,183,29,7.0431,6.8614
1080833,30,32,6.8821,6.5586
1080834,175,18,6.5221,7.1879
1080835,175,13,7.065,6.5
1080836,184,26,7.115,6.4836
1080837,175,15,6.575,7.02
1080838,29,259,7.105,6.3879
1080839,29,14,6.9293,6.9479
1080840,184,32,6.4271,7.2193
1080841,29,26,6.0929,7.5621
1080842,162,14,6.8938,6.83
1080843,15,18,7.1436,6.345
1080844,214,27,6.8579,6.2436
1080845,14,30,6.0971,7.675
1080846,26,162,6.5493,6.9579
1080847,167,175,7.2714,6.3693
1080848,259,96,6.9993,6.4092
1080849,29,31,6.9338,6.7236
1080850,162,184,6.5277,7.3631
1080851,31,15,6.2246,7.3157
1080852,32,259,6.6979,6.7007
1080853,21,167,6.7892,6.7064
1080854,18,214,6.6821,6.875
1080855,96,29,6.9146,7.0257
1080856,16,183,6.8083,7.0886
1080857,30,13,7.2321,6.3421
1080858,27,26,6.6336,7.1493
1080859,31,184,7.1814,6.65
1080860,175,14,6.5536,7.0077
1080861,32,15,7.1721,6.2079
1080862,13,32,7.1093,6.4543
1080863,21,13,6.7243,7.0554
1080864,183,96,6.5686,6.57
1080865,18,167,6.2257,7.2664
1080866,184,175,6.6293,6.7493
1080867,96,214,6.9464,6.4064
1080868,15,21,7.4007,6.0964
1080869,16,29,6.6029,6.5731
1080870,214,16,6.2571,7.605
1080871,30,183,7.4114,6.1693
1080872,14,27,7.44,6.3864
1080873,27,259,7,6.5264
1080874,26,18,6.8486,6.8108
1080875,175,26,6.3036,7.2892
1080876,167,162,7.9736,5.7986
1080877,13,16,7.3707,6.595
1080878,259,31,7.085,6.4643
1080879,183,21,7.6036,5.9879
1080880,29,30,6.9371,6.4657
1080881,183,184,6.9729,6.6279
1080882,162,214,7.3671,5.7807
1080883,31,27,7.1943,6.8329
1080884,167,14,6.8679,6.4736
1080885,21,18,6.51,6.8464
1190174,13,14,7.3071,6.6464
1190175,211,167,6.3086,6.9029
1190176,15,184,6.3964,7.0523
1190177,162,166,6.5362,7.2336
1190178,31,96,6.9936,6.6062
1190179,32,29,7.6779,6.0779
1190180,23,30,6.2814,7.2179
1190181,18,259,6.8336,6.6686
1190182,27,26,6.6914,6.78
1190183,175,183,7.0286,6.5036
1190184,183,27,6.3307,7.2071
1190185,184,175,6.4685,6.7492
1190186,166,23,7.0507,6.4214
1190187,14,211,7.0754,6.1877
1190188,26,162,7.1043,6.6743
1190189,167,31,6.5364,6.5036
1190190,96,13,7.0771,6.6079
1190191,15,13,6.7386,6.8379
1190192,162,18,6.5077,6.9886
1190193,166,18,6.9007,6.7636
1190194,166,14,6.6479,6.6521
1190195,26,13,7.535,6.0314
1190196,26,184,6.9377,6.6479
1190197,32,14,7.265,6.6814
1190198,32,31,7.4243,6.0536
1190199,23,29,7.4293,6.2329
1190200,23,96,6.9379,6.6092
1190201,30,184,6.6821,6.8993
1190202,30,259,6.8723,6.8421
1190203,27,211,6.6886,6.7271
1190204,27,167,5.8536,7.9279
1190205,175,96,6.4593,6.8885
1190206,259,32,6.0557,7.535
1190207,175,29,6.5936,6.6143
1190208,13,183,7.4114,6.3021
1190209,30,15,6.4164,7.0531
1190210,13,175,7.2414,6.3343
1190211,211,175,7.18,6.415
1190213,211,23,7.2775,6.5471
1190214,184,162,6.9929,6.5977
1190215,183,167,6.58,6.9871
1190216,184,166,6.7631,6.8464
1190217,31,30,6.2329,7.3107
1190218,15,31,7.1107,6.3657
1190219,31,183,6.855,6.5057
1190220,14,15,6.5036,6.9379
1190221,162,259,6.2721,7.08
1190222,14,26,6.5586,7.1414
1190223,167,26,7.6664,5.9964
1190224,31,13,6.2929,7.2854
1190225,18,27,6.2657,7.2714
1190226,166,32,6.8829,6.4221
1190227,96,32,6.9431,6.7479
1190228,167,184,7.2464,6.2214
1190229,259,23,6.7138,7.0479
1190230,23,162,6.7771,6.63
1190231,18,175,7.2114,6.4214
1190232,96,183,6.4554,6.7936
1190233,259,14,6.5657,7.0723
1190234,30,26,7.23,6.2164
1190235,29,211,6.1377,7.2736
1190236,13,259,6.9092,6.4943
1190237,167,162,7.6221,6.0515
1190238,29,166,7.1543,6.3836
1190239,183,15,6.285,6.9971
1190240,18,32,6.4307,6.9921
1190241,183,211,6.9186,6.6654
1190242,211,18,6.6377,6.4371
1190243,96,15,5.8223,7.5257
1190244,184,23,7.2233,6.5836
1190245,259,27,6.505,6.8943
1190246,162,29,6.8085,6.895
1190247,29,30,6.6329,6.8629
1190248,14,31,7.115,6.3564
1190249,13,211,7.405,6.5536
1190250,26,166,7.2057,6.2079
1190251,183,14,6.8536,6.8493
1190252,32,30,6.8521,6.6223
1190253,15,167,6.4979,7.0643
1190254,27,96,6.4038,7.0785
1190255,31,184,6.5564,7.3525
1190256,175,167,6.5207,6.9785
1190257,166,30,6.0421,7.465
1190258,15,32,7.0743,6.4343
1190259,32,162,7.565,6.1036
1190260,31,27,6.9114,6.7114
1190261,23,26,6.5221,6.7243
1190262,166,175,6.9414,6.4071
1190263,96,18,6.8757,6.78
1190264,175,27,6.8479,6.8185
1190265,29,259,7.0621,6.4557
1190266,211,31,6.835,6.8343
1190267,184,29,6.6886,6.62
1190268,162,15,6.715,6.7579
1190269,14,175,6.67,6.6715
1190270,26,32,6.9629,6.6943
1190271,167,96,7.5893,5.7571
1190272,18,23,6.7871,6.6329
1190273,259,166,6.9686,6.1793
1190274,14,184,7.0133,6.5779
1190275,184,259,7.3358,6.4929
1190276,29,14,6.7485,6.7223
1190277,167,29,7.0943,6.7336
1190278,162,31,6.6885,6.9757
1190279,13,166,7.7457,5.9721
1190280,96,259,6.9093,6.4564
1190281,14,167,6.1786,7.0907
1190282,183,184,6.4386,6.895
1190283,27,30,6.5964,6.5657
1190284,26,18,7.2529,6.2536
1190285,211,162,6.7964,7.0058
1190286,175,162,6.97,7.1083
1190287,32,23,7.2886,6.4329
1190288,14,30,7.0236,6.6221
1190289,184,27,7.1077,6.6215
1190290,27,29,7.2307,6.4423
1190291,27,32,6.5407,7.0364
1190292,167,13,7.0807,6.2014
1190293,162,183,6.82,6.8686
1190294,175,15,6.1143,7.4593
1190295,175,23,6.8679,6.6414
1190296,23,183,6.8386,7.0577
1190297,166,211,7.2607,6.215
1190298,184,13,6.5808,7.02
1190299,15,259,7.1593,6.4679
1190300,18,184,6.41,6.9969
1190301,26,31,6.7271,6.5664
1190302,162,96,6.95,6.7531
1190303,31,29,7.5643,6.0571
1190304,96,14,6.8777,6.7679
1190305,32,167,6.5236,6.8443
1190306,166,167,6.3586,6.7971
1190307,167,18,6.9831,6.7564
1190308,259,211,6.5514,6.8986
1190309,23,14,6.6557,6.8907
1190310,26,15,6.8086,6.8964
1190311,96,26,6.3454,7.3114
1190312,30,162,6.9793,6.5483
1190313,18,13,6.81,6.5757
1190314,32,211,6.94,6.4836
1190315,13,32,6.4971,7.4786
1190316,29,26,6.1314,7.1071
1190317,259,175,7.0443,6.4357
1190318,23,27,6.3907,7.3379
1190319,183,18,6.7264,6.9614
1190320,13,30,7.2292,6.5086
1190321,30,96,7.3207,6.275
1190322,18,31,7.2843,6.1564
1190323,211,26,6.0221,7.2429
1190324,183,166,7.3,6.1307
1190325,29,15,7.1885,6.5664
1190326,259,183,6.8508,6.8071
1190327,15,23,7.2136,6.31
1190328,211,96,6.6107,7.0275
1190330,30,175,6.7569,6.8343
1190331,31,166,7.1829,6.5008
1190459,18,29,6.7571,6.5871
1190519,184,96,6.9171,6.7131
1190521,166,15,6.1814,7.07
1190523,259,167,6.0921,7.6629
1190525,29,13,7.0567,7.0662
1190527,162,27,6.865,6.415
1190529,32,183,6.9607,6.49
1190531,23,31,6.4357,7.12
1190533,18,14,6.3379,7.2736
1190534,30,183,7.0129,6.3714
1190536,26,175,6.9007,6.99
1190537,27,13,6.8279,6.5929
1190539,30,211,7.2536,6.4836
1190540,15,27,7.2864,6.4371
