"match_id","home_team_id","away_team_id","home_team_rating","away_team_rating"
829841,13,31,7.5986,6.4679
829842,26,30,6.9,6.65
829843,14,162,6.6079,7.4829
829844,23,29,7.375,6.4086
829845,184,259,6.5608,6.965
829846,175,259,7.28,6.3877
829847,167,214,6.7836,6.775
829848,96,26,7.5943,5.99
829849,14,15,6.5379,7.1657
829850,214,23,6.3021,7.6914
829851,15,31,7.0107,6.6957
829852,23,96,6.8807,6.9085
829853,26,167,6.9415,6.555
829854,26,29,7.4462,6.4543
829855,96,167,6.495,7.3157
829856,171,18,6.6707,7.0736
829857,32,16,7.2207,6.5264
829858,32,14,7.0871,6.4257
829859,16,171,6.5793,7.4879
829860,259,16,6.7321,6.6377
829861,23,24,7.2129,6.6879
829862,18,259,6.4777,7.2107
829863,24,96,6.5031,6.9769
829864,30,13,7.0864,6.875
829865,171,30,6.7229,7.0543
829866,96,171,7.0329,6.3221
829867,15,184,7.065,6.8967
829868,29,32,7.0792,6.9915
829869,96,214,6.9108,6.3993
829870,16,184,7.2157,6.5329
829871,162,13,6.7264,7.3736
829872,13,14,7.0779,6.5979
829873,175,18,6.8886,6.4614
829874,175,30,6.2629,7.3557
829875,31,14,6.7186,6.6164
829876,214,24,7.2043,6.4115
829877,29,162,6.6433,7.2364
829878,24,15,6.6407,6.8529
829879,214,171,7.0036,6.4793
829880,32,184,7.2979,6.6008
829881,24,175,7.0193,6.485
829882,184,175,7.13,6.7571
829883,167,23,7.73,5.8779
829884,18,29,6.8764,6.8129
829885,214,16,6.8742,6.8057
829886,31,26,6.7643,6.9379
829887,18,26,6.4243,7.1136
829888,162,23,6.8029,6.6464
829889,171,13,6.8729,7.5993
829890,16,175,6.7521,6.8292
829891,259,32,6.93,6.8971
829892,30,29,6.8764,6.9893
958426,13,29,6.6462,7.2864
958427,183,24,6.4286,7.1736
958428,15,259,6.6679,6.8286
958429,31,27,6.7521,7.1514
958430,14,16,7.2529,6.5192
958431,32,30,6.8336,6.6071
958432,23,18,6.7407,7.0638
958433,168,162,6.4071,7.1229
958434,96,26,6.5,7.0138
958435,175,167,6.3064,7.3607
958472,24,32,6.5531,6.995
958473,162,13,6.7093,7.0607
958474,26,183,7.1514,6.555
958475,167,15,7.4121,6.375
958476,18,31,6.2879,7.3007
958477,16,168,6.4615,7.085
958478,259,23,7.2557,6.2421
958479,30,96,6.8546,6.87
958480,27,175,6.93,6.9064
958481,29,14,6.5129,6.9436
958810,13,24,7.5407,6.1777
958816,15,14,6.9164,6.8729
958818,31,168,7.48,6.3221
958821,32,183,7.0243,6.2836
958824,23,30,7.4864,6.2371
958826,18,162,7.385,6.1214
958829,96,29,7.0871,6.5807
958832,259,167,6.7208,6.6515
958835,27,16,6.7679,6.7579
958837,175,26,6.6921,6.6864
959559,167,162,7.625,6.135
959560,23,24,6.8307,7.0583
959561,16,183,6.7631,6.9214
959562,13,183,7.2786,6.4779
959563,23,29,7.07,6.6414
959564,27,167,6.8125,7.0264
959565,18,30,6.4564,7.2571
959566,26,16,6.7671,6.6214
959567,27,23,7.1757,6.5364
959568,168,13,6.5779,6.7486
959569,23,96,6.97,6.7529
959570,96,15,6.8793,6.5714
959571,27,168,7.1064,6.3064
959572,162,259,6.7443,6.6871
959573,18,175,7.315,6.2343
959574,175,96,6.8808,6.4786
959575,96,162,6.6362,6.7564
959576,167,14,6.6707,7.3071
959577,175,24,6.8607,6.9715
959578,16,96,7.2557,6.3964
959579,18,183,7.1307,6.3193
959580,16,18,6.6164,6.9821
959581,175,30,6.79,6.7877
959582,31,96,6.8423,6.8671
959583,96,13,6.7814,7.0708
959584,29,26,7.5679,6.55
959585,259,29,6.7886,6.8229
959586,23,175,7.1808,6.58
959587,29,167,6.7407,6.7993
959588,30,15,6.8438,6.8062
959589,259,13,6.0429,7.4257
959590,29,31,6.7721,6.7115
959591,24,13,6.3021,6.9486
959592,14,167,6.925,6.9471
959593,259,27,7.0529,6.72
959594,24,162,7.09,6.4157
959595,27,26,7.3071,6.1821
959596,18,29,6.9471,6.4336
959597,13,18,7.2508,7.1671
959598,29,175,6.7357,6.64
959599,30,24,7.055,6.5593
959600,15,168,7.3029,6.6064
959601,183,32,7.1508,6.4786
959602,32,15,6.7429,6.9615
959603,30,16,7.2493,6.2557
959604,183,29,6.4464,7.0136
959605,175,183,6.33,6.9543
959606,96,31,6.175,7.4714
959607,14,26,7.2986,6.635
959608,13,16,7.215,6.4493
959609,27,29,7.085,6.3329
959610,162,16,6.5743,7.2693
959611,162,18,7.2215,6.53
959612,168,24,7.1471,6.3664
959613,13,15,6.5843,7.1085
959614,259,16,6.2593,6.9286
959615,24,29,6.8785,6.8386
959616,259,162,6.7914,6.9014
959617,168,30,6.0631,7.3421
959618,15,183,6.895,7.3892
959619,175,14,6.8521,6.8986
959620,31,24,7.5493,6.2114
959621,14,15,7.1157,6.7057
959622,16,26,6.59,6.965
959623,162,30,6.6208,7.2879
959624,26,13,6.9293,6.8607
959625,183,162,7.0807,6.8714
959626,30,27,7.1229,6.8207
959627,16,167,6.6464,7.1179
959628,31,162,7.055,7.0977
959629,13,30,6.815,6.8114
959630,167,26,6.4414,7.4693
959631,26,175,6.7814,6.865
959632,27,30,6.5014,6.8971
959633,31,259,6.5921,6.7943
959634,15,175,6.6977,6.755
959635,15,27,6.6131,6.5836
959636,13,14,7.205,6.8236
959637,27,15,7.0807,7.1242
959638,32,29,6.7843,7.07
959639,24,167,6.8007,6.7307
959640,23,14,6.2979,7.6079
959641,167,259,6.9521,6.5886
959642,175,23,7.2364,6.6579
959643,14,96,7.4731,6.2371
959644,167,31,7.1033,6.9977
959645,26,14,7.2143,6.68
959646,24,26,5.8743,7.8586
959647,29,24,7.3171,6.4031
959648,23,26,7.0421,6.4329
959649,183,23,6.5543,7.0679
959650,18,96,6.515,7.0936
959651,168,31,6.4977,6.7231
959652,29,18,6.9357,6.5136
959653,32,18,6.4271,7.1921
959654,23,32,6.7,6.8177
959655,167,16,7.31,6.3771
959656,183,96,6.315,7.1429
959657,162,183,6.6479,6.6564
959658,18,24,6.7521,6.765
959659,14,27,6.8921,6.4785
959660,259,183,6.7507,6.85
959661,16,27,6.4971,7.3131
959662,13,23,7.1214,6.8877
959663,168,26,6.6729,7.0257
959664,18,27,7.3329,6.3943
959665,23,31,6.64,7.22
959666,15,23,7.4379,5.985
959667,32,96,7.4671,6.1662
959668,96,167,7.5029,6.3807
959669,26,162,6.7,6.8914
959670,30,29,7.3193,6.57
959671,30,23,6.6169,6.8857
959672,162,15,6.2707,7.4254
959673,96,168,6.9821,6.2979
959674,18,13,7.4643,6.1443
959675,162,27,6.7123,7.0292
959676,175,259,6.91,6.9579
959677,259,14,6.5829,7.4292
959678,32,175,7,6.2914
959679,27,32,6.7369,6.7764
959680,29,96,7.1677,6.9986
959681,31,30,7.0523,6.7736
959682,30,14,6.6386,7.1664
959683,96,32,7.3443,6.1615
959684,31,175,6.7307,7.1343
959685,31,23,7.6633,6.1014
959686,168,259,6.8331,6.5014
959687,175,13,6.6836,6.6336
959688,13,167,7.0693,6.6671
959689,14,183,6.7179,7.0115
959690,24,14,6.9823,6.6871
959691,259,175,6.9157,6.34
959692,167,30,6.7477,6.9957
959693,24,168,7.3858,6.3371
959694,24,27,6.9131,6.875
959695,15,16,7.1136,6.5214
959696,32,259,7.0643,6.6007
959697,183,168,7.4943,6.2221
959698,30,168,7.3886,6.3264
959699,168,29,6.6864,6.7914
959700,183,13,6.4843,7.2671
959701,183,31,7.04,7.0429
959702,31,14,6.6108,7.1364
959703,168,18,6.9671,6.4021
959704,15,31,6.9243,6.8457
959705,16,32,6.9393,6.4786
959706,15,32,6.8829,6.9136
959707,162,23,7.5314,6.1136
959708,32,168,6.6275,6.9271
959709,16,24,6.9829,6.4643
959710,26,32,6.7086,7.0779
959711,259,18,6.5471,7.065
959712,14,32,6.8464,6.7233
959713,14,168,6.9579,6.6471
959714,26,259,6.8943,6.5414
959715,167,18,7.3621,6.5186
959716,162,96,6.785,6.56
959717,15,167,6.195,7.5943
959718,167,96,7.3343,6.3746
959719,14,31,7.3514,6.565
959720,31,18,6.7864,6.7471
959721,13,26,7.4092,7.19
959722,168,27,6.9379,6.51
959723,26,27,7.3264,6.6286
959724,14,29,6.4886,6.69
959725,162,24,6.7864,6.7042
959726,16,13,6.9108,6.9929
959727,167,13,7.0157,6.8907
959728,32,24,6.8679,6.6008
959729,31,167,6.6307,7.2171
959730,30,175,6.7114,6.7708
959731,168,32,6.455,7.0043
959732,23,259,7.2529,6.315
959733,14,30,6.7493,6.7779
959734,29,32,6.9964,6.5929
959735,16,15,6.88,6.5079
959736,168,16,6.1429,7.515
959737,32,23,6.9921,7.0071
959738,13,168,7.0929,6.4593
959739,30,18,6.6746,6.975
959740,96,30,6.2492,7.6529
959741,168,96,6.6862,6.6229
959742,15,30,6.9008,6.7757
959743,29,259,6.3257,7.4443
959744,175,27,6.6693,7.1546
959745,16,259,6.8164,6.9658
959746,31,183,6.8771,6.6536
959747,24,18,6.7321,7.4192
959748,27,18,6.9346,6.9243
959749,32,14,6.98,7.0043
959750,183,15,6.3421,7.6042
959751,175,15,6.5529,6.7871
959752,23,162,7.2114,6.5521
959753,162,31,7.1043,6.8179
959754,29,183,6.3771,7.0057
959755,18,167,7.2929,6.6715
959756,14,259,7.8686,6.2629
959757,24,16,7.2092,6.8443
959758,96,16,6.9029,6.4686
959759,26,23,6.7207,6.9493
959760,183,14,6.6043,6.7443
959761,259,26,7.1046,6.3971
959762,15,162,6.8064,6.9457
959763,27,24,6.9246,6.8631
959764,26,29,6.0364,7.275
959765,175,29,6.1721,7.7193
959766,167,27,7.2,6.3879
959767,24,23,6.9833,6.7629
959768,23,13,6.3957,7.0431
959769,183,175,6.605,6.86
959770,18,168,7.4979,6.1914
959771,96,175,6.41,7.015
959772,259,32,6.9414,6.6014
959773,30,31,6.87,6.7914
959774,13,96,7.495,6.4531
959775,162,167,6.6686,6.9671
959776,31,15,7.2021,6.465
959777,14,24,7.2607,6.7757
959778,32,26,7.0829,6.3893
959779,168,183,7.0793,6.1071
959780,16,30,6.7121,7.0464
959781,27,259,6.9471,6.4364
959782,175,18,6.7664,6.9031
959783,29,23,7.3557,6.3464
959784,24,175,6.955,7.1086
959785,183,16,7.2779,6.435
959786,15,13,7.1586,6.42
959787,26,168,6.7664,6.7238
959788,167,29,6.8621,7.1314
959789,23,27,6.6807,7.0507
959790,18,32,6.68,6.8343
959791,96,14,6.9671,6.7693
959792,259,31,6.8479,6.8338
959793,30,162,7.2421,6.8257
959794,14,13,6.7529,7.6421
959795,26,24,7.2067,6.8331
959796,32,16,7.355,6.3108
959797,23,15,6.9736,6.8057
959798,18,259,6.9943,6.3207
959799,96,183,6.9214,6.5364
959800,30,167,7.5686,6.355
959801,27,162,6.475,6.9021
959802,175,31,6.7593,6.8157
959803,29,168,6.8607,6.8271
959804,13,32,7.7171,6.2586
959805,24,96,6.7643,7.1471
959806,183,27,6.8385,6.7864
959807,15,18,6.375,7.0793
959808,162,175,7.2731,6.4571
959809,31,26,6.8969,6.8285
959810,167,23,7.3943,6.1243
959811,168,14,6.7364,7.1107
959812,16,29,6.6771,6.735
959813,259,30,6.9015,6.79
959814,15,24,7.1679,6.4862
959815,162,29,6.3671,7.16
959816,31,32,6.3738,7.4107
959817,167,183,7.5136,6.0671
959818,23,168,7.4043,6.58
959819,18,14,7.1086,7.0846
959820,259,96,6.5707,6.9371
959821,30,26,7.1815,7.0331
959822,27,13,6.3607,7.5157
959823,175,16,6.9008,6.5521
959824,13,31,7.2985,6.7736
959825,24,259,6.6985,6.8029
959826,183,30,6.2936,7.2886
959827,14,162,7.2238,6.43
959828,26,18,6.8571,6.82
959829,32,167,6.8271,6.7707
959830,168,175,6.6508,7.1585
959831,96,27,6.2593,7.1236
959832,16,23,7.2757,6.3671
959833,29,15,6.885,6.5686
959834,15,26,6.6157,6.9479
959835,162,32,6.9658,6.7529
959836,31,16,7.3393,6.4957
959837,167,168,6.8879,6.2171
959838,96,23,7.0521,6.655
959839,168,167,6.8736,7.0121
959840,26,31,7.8057,6.0621
959841,183,167,6.1364,7.6064
959842,15,96,6.7607,6.8771
959843,96,18,6.635,6.8436
959844,32,13,6.7829,6.5214
959845,14,18,7.14,6.6629
959846,162,26,6.5207,6.85
959847,16,31,7.3514,6.3669
959848,23,167,6.7057,6.8186
959849,26,30,6.815,7.1877
959850,31,29,6.6621,7.1621
959851,29,27,7.2686,6.2693
959852,18,15,6.4564,6.9243
959853,32,31,6.9136,6.6408
959854,167,24,7.6321,6.0943
959855,15,29,6.8943,6.8021
959856,96,24,6.7871,6.5
959857,168,23,6.8736,6.6392
959858,23,183,6.5886,7.2564
959859,162,14,6.7864,7.2571
959860,30,259,7.0579,6.8129
959861,96,259,6.8862,6.6471
959862,18,16,6.7636,6.7736
959863,31,13,6.3977,7.36
959864,27,183,6.8223,6.9364
959865,16,175,7.0733,6.8114
959866,259,168,6.9993,6.7214
959867,167,32,7.0121,7.0571
959868,175,162,6.8936,6.5457
959869,29,162,6.695,6.7515
959870,30,13,6.8907,6.8986
959871,23,16,6.9279,6.8307
959872,29,16,6.9907,6.6967
959873,24,183,6.5436,6.83
959874,27,14,6.9143,7.1514
959875,18,26,7.175,6.6521
959876,13,259,6.7915,6.7964
959877,162,168,7.215,6.5793
959878,175,32,6.96,6.5164
959879,259,24,7.04,6.8223
959880,24,31,6.6646,7.1821
959881,26,96,7.1493,6.3221
959882,13,175,7.3707,6.3171
959883,30,183,7.3479,6.3593
959884,183,18,7.0621,6.3264
959885,167,175,6.75,6.6815
959886,24,30,6.8085,7.2671
959887,27,96,6.6,7.0023
959888,14,175,6.9157,6.7671
959889,18,23,7.0536,6.5064
959890,183,259,7,6.7107
959891,175,168,6.5621,6.9014
959892,168,15,6.6077,7.0114
959893,16,14,6.8221,7.4071
959894,14,23,7.1062,6.6986
959895,13,27,7.7286,6.2364
959896,16,162,6.8471,6.7257
959897,259,15,7.2071,6.3871
959898,26,15,6.9257,6.9929
959899,24,15,6.1586,7.4193
959900,29,30,7.12,6.5379
959901,30,32,7.5014,6.2764
959902,32,162,7.1364,6.6214
959903,26,167,7.5157,6.4286
959904,27,31,6.6829,6.6643
959905,32,27,6.99,6.6293
959906,29,13,7.2117,6.9307
959907,13,162,6.9114,6.65
959908,183,26,6.6579,7.1336
1080506,13,26,6.6779,7.0271
1080507,183,32,6.3379,7.0543
1080508,184,259,6.59,7.3207
1080509,15,29,6.9014,6.5821
1080510,162,175,6.6707,7.0338
1080511,31,30,6.8636,6.7738
1080512,214,14,7.1527,6.3929
1080513,167,16,6.7264,6.455
1080514,21,96,6.7323,6.7477
1080515,18,27,6.6586,6.8314
1080516,13,31,7.1329,6.4379
1080517,184,29,6.3829,6.7969
1080518,15,16,7.4171,6.0354
1080519,214,30,6.0164,7.8457
1080520,14,183,6.9246,6.77
1080521,26,21,7.2714,6.4108
1080522,32,162,7.1871,6.2779
1080523,18,96,6.4764,7.2608
1080524,259,175,6.9171,6.4793
1080525,27,167,5.8864,7.79
1080526,14,13,6.8536,7.0936
1080527,26,184,6.7569,6.6736
1080528,32,18,7.1357,6.4129
1080529,96,167,6.3523,7.28
1080530,16,21,6.6557,6.9364
1080531,259,214,6.6457,7.5208
1080532,30,162,7.0386,6.7421
1080533,27,15,6.5364,6.8236
1080534,175,31,6.6586,6.9779
1080535,29,183,7.1493,6.4579
1080536,15,184,7.2964,6.3993
1080537,162,183,7.0079,6.77
1080538,31,96,7.1464,6.7386
1080539,214,32,6.7531,7.1364
1080540,14,259,6.9421,6.7214
1080541,167,29,7.1914,6.5743
1080542,18,16,6.6907,6.7279
1080543,30,26,6.7579,6.5457
1080544,27,13,6.3336,7.4157
1080545,175,21,6.7364,7.0077
1080546,13,18,6.8757,6.5157
1080547,183,175,7.1,6.4957
1080548,184,214,6.7021,6.7014
1080549,26,14,7.42,6.2114
1080550,32,167,6.8143,7.0129
1080551,21,162,6.6186,7.0857
1080552,96,30,6.3769,7.4721
1080553,16,31,6.26,7.4879
1080554,259,15,6.65,6.6864
1080555,29,27,6.62,7.1157
1080556,15,26,6.8379,6.9757
1080557,162,96,7.4279,6.4208
1080558,31,21,7.0636,6.4179
1080559,214,13,6.4107,7.0521
1080560,14,184,7.2562,6.31
1080561,167,183,7.5657,6.2407
1080562,18,259,7.0507,6.6136
1080563,30,16,7.1471,6.4986
1080564,27,32,6.9257,6.4679
1080565,175,29,6.9014,6.755
1080566,13,15,7.4057,6.2836
1080567,183,31,6.9043,6.4357
1080568,184,27,7.3408,6.5086
1080569,26,214,7.5007,6.1264
1080570,32,14,7.3364,6.1614
1080571,21,30,6.7471,6.8807
